TransactionNo,TotalQuantity,TotalMoney
578372,8,12.38
578373,286,129.99
578375,201,30.950000000000003
578384,32,30.950000000000003
578400,110,321.49000000000007
578420,41,137.56
578427,156,56.22
578429,351,342.89
578433,248,55.56
578441,103,18.57
578445,191,193.14999999999998
578451,48,6.19
578459,224,49.52
578461,43,70.44
578463,158,92.85
578468,346,111.42
578469,256,74.13000000000001
578470,102,87.82
578472,582,389.07000000000005
578479,95,248.62
578480,242,74.28
578485,516,204.10000000000002
578488,298,392.62000000000006
578506,170,358.65999999999997
578508,69,251.27000000000004
578509,130,69.65
578510,206,411.28999999999996
578511,104,188.42999999999998
578512,232,30.950000000000003
578513,551,359.89
578514,36,13.629999999999999
578515,102,268.35
578516,796,244.22
578517,318,157.38000000000002
578518,73,179.70999999999998
578519,220,577.84
578520,176,149.97
578521,85,274.06
578522,151,345.24999999999994
578523,150,98.74000000000001
578526,98,94.11999999999998
578530,138,70.5
578531,205,435.19
578532,180,111.27000000000001
578533,128,129.99
578534,221,204.23000000000002
578535,58,18.57
578539,453,212.51
578541,825,804.5400000000002
578544,94,115.84
578547,358,108.59999999999997
578548,168,346.48
578550,59,36.69
578551,486,370.40999999999997
578620,106,353.65000000000003
578621,82,37.14
578622,60,6.19
578623,90,43.33
578626,322,110.82
578627,150,69.25
578630,120,21.72
578631,30,57.92
578633,260,136.93
578634,98,43.33
578653,248,154.65000000000003
578661,268,92.01999999999998
578662,41,142.25
578663,102,37.14
578664,214,308.45
578665,208,68.09
578666,645,432.24
578667,91,160.94
578668,300,30.950000000000003
578670,3,6.19
578671,40,6.19
578672,60,18.57
578674,12,6.19
578675,416,247.82000000000002
578676,66,185.39999999999998
578677,121,171.55
578678,399,660.97
578099,181,123.28
578100,236,111.12
578101,60,18.57
578102,126,74.28
578103,156,60.96
578104,90,92.54999999999998
578105,59,42.43
578106,174,36.54
578107,116,43.33
578108,526,80.47
578109,261,152.04000000000002
578111,98,36.2
578112,24,7.24
578113,168,28.96
578114,107,86.87999999999998
578115,146,57.92
578116,285,50.68000000000001
578117,134,101.35999999999997
578118,620,210.39000000000001
578119,32,28.96
578120,252,152.47000000000003
578121,247,131.79
578125,3806,282.53000000000003
578126,100,6.19
578127,268,42.39000000000001
578128,156,56.870000000000005
578129,154,57.81
578130,28,24.64
578133,78,61.9
578140,5760,259.98
578141,200,6.19
578143,1284,68.09
578146,123,310.5400000000001
578147,136,302.33
578149,1007,1867.93
578150,10,6.19
578151,187,130.20999999999998
578152,12,6.19
578153,191,318.84
578154,1,6.19
578155,73,322.53000000000003
578171,207,98.98000000000002
578174,111,68.09
578187,770,198.5
578192,12,6.19
578196,12,6.19
578211,343,385.38000000000005
578220,214,36.2
578225,441,324.78
578229,109,140.48999999999998
578230,144,12.38
578231,66,148.35
578232,1,6.19
578233,1699,1423.27
578234,130,106.57000000000001
578243,452,204.21
578244,438,240.82
578246,162,36.75
578247,217,105.08000000000001
578248,306,236.16
578249,120,6.19
578250,56,314.1
578251,361,491.8399999999999
578252,228,30.890000000000004
578253,72,18.45
578254,180,43.089999999999996
578255,341,665.0200000000001
578256,48,6.13
578258,261,391.83000000000004
578260,172,123.08
578261,210,70.33
578262,251,662.73
578263,504,98.59
578264,99,204.85000000000002
578265,169,133.12
578266,66,280.62000000000006
578267,3,7.24
578268,1,7.24
578270,1800,2858.14
578271,34,28.96
578272,126,94.11999999999998
578273,39,132.41
578275,155,212.60999999999999
578277,212,154.87
578278,437,298.31000000000006
578279,190,47.35000000000001
578281,74,92.46
578283,224,42.910000000000004
578284,66,30.65
578285,31,183.96000000000004
578286,312,6.13
578287,7,18.39
578288,7,42.910000000000004
578289,400,905.47
578290,481,233.35999999999996
578291,22,12.26
578292,425,505.7100000000001
578293,364,213.07000000000002
578294,31,30.169999999999998
578295,72,35.82
578296,24,12.26
578297,228,57.39000000000001
578298,458,97.91999999999999
578299,217,60.040000000000006
578300,72,6.13
578301,187,83.02
578302,243,256.73
578303,119,86.19999999999999
578304,124,36.2
578305,2111,851.5700000000002
578306,150,77.42
578307,276,343.76000000000005
578308,27,91.20999999999998
578309,256,92.47999999999999
578310,160,144.53
578311,10,8.09
578312,90,51.260000000000005
578313,51,42.910000000000004
578314,131,42.910000000000004
578315,167,123.64
578316,241,120.99000000000001
578317,394,233.11999999999998
578318,119,57.92
578319,56,28.96
578321,920,28.96
578322,60,61.14
578323,50,158.49000000000004
578324,103,171.12
578325,93,194.59
578326,102,126.02999999999999
578042,6,97.37
577844,1242,1370.2800000000004
578065,1377,6722.6900000000005
578067,1084,6660.610000000001
578068,329,1489.01
578017,119,768.9200000000001
578057,129,397.2
578074,478,1604.9300000000005
578026,177,524.98
578044,394,364.62999999999994
578053,307,255.97000000000003
578020,206,403.87999999999994
578022,85,845.1000000000001
578031,80,283.4
578041,772,2353.3399999999997
578075,63,280.68
577893,158,446.41999999999996
578032,260,564.1600000000001
578054,238,119.91
578078,79,159.98
577805,658,49.269999999999996
577806,26,30.49
577807,113,109.53999999999999
577808,44,18.39
577809,63,79.69
577810,1000,6.13
577811,179,96.79999999999998
577812,114,96.32
577813,458,164.16
577814,122,59.95
577816,864,206.26999999999998
577818,195,68.39
577820,344,48.71
577822,1600,73.77000000000001
577823,216,12.26
577824,97,67.43
577825,59,70.58
577826,144,94.77000000000002
577827,83,68.11
577830,124,25.029999999999998
577831,190,116.46999999999998
577833,58,55.17
577834,325,172.65999999999997
577835,165,73.56
577837,120,31.81
577838,156,95.65999999999997
577840,32,12.26
577841,86,36.78
577842,177,55.71
577843,48,6.13
577845,585,135.36999999999998
577848,9,6.13
577850,870,418.0000000000001
577851,154,73.56
577852,480,5.97
577853,44,59.86
577854,88,30.65
577855,175,724.93
577856,182,73.56
577857,336,36.78
577858,63,12.26
577859,111,132.98999999999998
577860,200,81.91
577861,236,132.18
577869,318,233.31999999999996
577880,138,153.84
577897,48,17.13
577905,96,71.43
577919,51,201.72
577938,162,460.8799999999999
577950,151,129.86
577951,192,395.74
577973,248,76.97
577980,124,294.46
577985,117,113.46000000000001
578004,88,143.60999999999999
578005,146,170.64999999999998
578006,266,253.55
578008,127,413.58
578009,58,236.62
578010,100,6.17
578011,204,259.49
578012,12,15.32
578013,113,382.73
578014,36,14.5
578015,408,111.64
578016,257,939.78
578018,431,408.63
578019,55,524.3499999999999
578021,9,123.33999999999999
578023,24,11.53
578024,341,492.81999999999994
578025,548,164.03000000000003
578027,706,477.7300000000001
578028,27,191.81
578029,285,345.12
578030,254,269.46
578033,171,372.91999999999996
578034,372,48.120000000000005
578035,396,68.65
578036,224,936.54
578037,30,52.93
578038,186,114.03
578040,117,327.2
578043,219,272.74
578045,67,638.0400000000002
578055,430,158.04000000000002
578056,194,139.32
578058,128,95.13
578059,140,99.5
578060,1600,21.24
578063,132,183.10999999999999
578064,50,6.19
578066,36,91.41
578069,327,131.96
578070,10,5.97
578071,128,79.41
578072,631,943.07
578079,198,280.12000000000006
578080,99,211.02999999999997
578081,240,142.99
578082,136,169.50999999999996
578084,183,246.38000000000002
578085,189,148.51999999999998
578086,194,213.75
578087,87,177.97
578088,658,1315.31
578089,116,63.779999999999994
578091,49,55.59
578092,393,194.43
578093,375,196.57
578094,64,322.83000000000004
578096,32,25.65
578097,324,98.38000000000001
578098,53,303.65999999999997
577609,630,1050.7
577768,1197,7452.63
577790,44,166.45
577742,224,960.46
577603,97,140.23000000000002
577694,66,173.65
577756,157,295.54
577730,43,282.11
577613,614,647.22
577633,403,670.33
577669,223,94.96
577736,67,318.67
577744,104,123.99
577770,135,203.73000000000002
577597,256,236.67
577598,318,251.57
577606,246,296.03999999999996
577610,82,291.21999999999997
577615,311,470.16999999999996
577618,64,214.94999999999996
577690,145,555.5400000000001
577691,33,275.1200000000001
577751,137,535.95
577769,272,245.66
577774,209,724.3900000000001
577776,3,64.22
577700,110,586.0
577711,94,498.11
577773,351,1157.66
577785,532,642.75
577795,56,300.14000000000004
577718,224,32.64
577726,70,85.29
577596,312,11.53
577599,202,146.84000000000003
577600,126,154.32
577601,444,469.51
577602,175,202.44
577604,32,35.0
577605,408,57.739999999999995
577607,12,18.4
577616,114,196.15
577617,90,62.08
577646,316,119.15
577680,129,77.98
577687,268,171.57000000000002
577689,195,251.2
577695,255,673.8700000000001
577696,122,724.5100000000002
577697,122,131.32
577698,318,400.11
577699,234,213.62
577701,64,306.58000000000004
577716,308,157.0
577719,414,110.97999999999999
577720,530,103.24
577721,92,142.79
577723,299,1002.5600000000001
577724,26,56.77
577725,14,41.86
577727,264,44.510000000000005
577728,274,501.5200000000001
577729,422,421.68
577732,481,164.94
577733,138,234.33
577734,54,51.19
577735,428,119.28000000000002
577738,54,47.6
577739,40,37.36
577740,200,779.0900000000001
577741,201,291.35999999999996
577743,64,224.44
577745,404,206.86
577746,377,305.65
577747,1182,239.22999999999996
577748,828,589.14
577749,299,481.78000000000003
577754,1524,405.56
577755,118,141.48
577757,14,104.25999999999999
577771,20,12.38
577772,536,257.38
577777,4,43.75
577778,78,796.28
577779,288,33.81
577780,1,13.27
577782,132,1005.0500000000002
577783,1644,416.7299999999999
577784,147,96.71000000000001
577791,793,765.7599999999999
577792,7,29.93
577793,69,139.95
577794,449,728.1700000000001
577796,66,154.43
577797,12,11.53
577798,209,257.42
577800,670,385.4900000000001
577801,298,95.0
577802,10,13.27
577803,8,98.47
577804,92,423.76
577531,607,3211.3100000000004
577505,124,354.0500000000002
577506,215,1202.46
577508,109,440.07
577557,226,1193.2
577595,105,568.5000000000001
577480,539,931.58
577522,181,372.25
577554,106,537.1500000000001
577490,272,670.7099999999999
577527,97,289.16999999999996
577550,318,238.69
577479,440,562.9200000000001
577469,198,853.1400000000001
577475,263,414.3899999999999
577495,121,799.79
577498,70,228.87
577512,77,209.72999999999996
577519,726,892.4300000000001
577523,76,153.03
577524,320,633.9300000000001
577511,146,552.07
577535,261,970.5900000000003
577544,353,917.71
577402,248,139.57999999999998
577403,392,329.3
577404,279,249.69000000000003
577405,98,120.32000000000001
577406,52,161.22
577407,332,118.09
577408,15,156.89
577409,276,246.57999999999998
577410,164,375.34
577411,298,698.2100000000002
577429,316,198.16000000000003
577438,87,629.0300000000001
577440,180,18.42
577443,144,33.67
577472,484,435.65
577473,303,1141.6800000000003
577474,152,76.84
577476,397,330.5799999999999
577477,85,128.24
577478,126,124.0
577482,282,649.6300000000001
577483,245,1043.9800000000002
577484,463,272.07
577485,423,1860.2200000000003
577487,396,57.19
577488,188,145.71999999999997
577489,43,296.55
577491,49,85.32
577492,236,81.33
577493,159,450.33000000000004
577494,18,12.25
577496,24,44.53
577497,193,690.73
577499,15,105.91
577500,89,727.61
577501,282,205.01999999999998
577502,221,366.47999999999996
577503,86,602.31
577504,725,2171.34
577507,132,694.76
577510,12,11.94
577514,93,149.51
577515,114,77.55
577516,75,385.75
577517,158,682.9799999999999
577518,50,109.25999999999999
577520,187,367.6
577521,62,290.80999999999995
577525,133,87.88000000000001
577526,318,356.16000000000014
577528,63,121.99000000000001
577529,288,10.47
577530,136,295.84999999999997
577532,233,352.78999999999996
577533,71,284.39
577534,51,55.949999999999996
577536,60,618.0300000000001
577537,232,122.92000000000002
577538,52,75.6
577539,502,267.28
577540,39,334.31
577541,196,239.25999999999996
577542,94,302.17
577543,182,229.87999999999997
577545,240,640.1300000000002
577546,25,10.68
577548,70,64.08
577549,368,1107.3700000000003
577551,123,189.48
577552,90,70.5
577553,36,12.25
577555,36,31.11
577556,28,37.769999999999996
577572,45,140.9
577579,38,85.72
577594,258,306.38
577132,30,81.06
577358,1620,7906.88
577217,206,427.46
577359,202,800.0899999999999
577150,1457,1537.1100000000006
577180,307,217.54
577165,116,136.97
577174,135,1136.94
577228,300,1265.06
577158,135,290.32
577314,236,498.16
577316,441,550.94
577331,370,582.61
577133,57,56.900000000000006
577143,70,128.61
577286,63,416.47
577302,63,530.37
577308,120,258.11
577312,422,443.7100000000001
577344,92,128.48
577355,296,631.9600000000002
577235,148,153.75
577337,71,509.81999999999994
577170,55,106.84
577393,806,314.46999999999997
577168,56,21.47
577357,356,147.09
577319,149,787.1100000000001
577365,219,189.06
577134,68,32.010000000000005
577135,338,65.83
577136,40,29.22
577137,96,13.72
577138,6,13.27
577139,22,38.480000000000004
577140,18,35.6
577141,315,322.65999999999997
577142,171,198.38
577146,11,72.06
577148,586,120.53
577152,298,265.77000000000004
577155,192,228.29999999999998
577156,423,433.19999999999993
577157,669,525.2099999999999
577160,213,224.64
577161,120,206.92000000000002
577162,30,59.86
577166,40,12.86
577167,142,838.9000000000001
577169,90,75.53999999999999
577171,565,521.8300000000002
577172,74,198.0
577173,488,243.63
577175,156,125.49999999999999
577176,141,187.37000000000003
577177,2,12.38
577178,95,136.33
577179,16,34.03
577181,612,132.19
577182,186,160.54999999999998
577202,78,44.09
577209,200,39.339999999999996
577218,242,113.6
577230,177,512.51
577231,6,28.18
577252,384,776.2300000000001
577256,284,181.60000000000002
577258,108,746.73
577289,516,22.33
577295,148,102.1
577296,118,547.55
577297,214,974.72
577298,497,233.44
577299,80,57.239999999999995
577300,312,395.7100000000001
577301,9,27.88
577303,413,453.78999999999996
577309,269,331.84999999999997
577310,664,57.08
577311,38,222.42000000000002
577313,125,58.800000000000004
577315,154,543.89
577317,95,488.25000000000006
577318,457,316.76
577320,259,318.97999999999996
577321,214,127.96000000000001
577322,200,10.62
577324,379,264.05
577325,144,22.68
577326,32,14.61
577328,58,26.990000000000002
577329,47,218.52
577332,151,153.52000000000004
577333,130,233.48
577334,230,55.589999999999996
577335,106,69.37
577336,91,178.92000000000002
577338,150,97.53
577341,584,543.4000000000001
577347,102,94.22
577352,50,81.53
577356,60,49.089999999999996
577361,4,14.09
577382,16,33.16
577387,1,14.61
577396,204,145.67
577400,328,276.7800000000001
577401,1,14.61
577130,1,179.37
576995,64,116.06
577078,1360,8034.879999999999
577069,13,84.03
577027,127,98.51
577085,194,138.70000000000002
576948,217,289.32
576892,37,64.91
576927,766,995.0899999999999
576932,209,728.4700000000001
576941,210,203.52
577049,104,559.0899999999999
577091,43,111.27000000000001
577109,209,284.5400000000001
577061,383,611.8
577103,25,104.85000000000001
576899,245,473.75999999999993
577057,528,1871.9900000000002
576910,473,687.6600000000001
576916,175,160.89
576923,2210,417.60999999999996
577087,8,51.14
577093,150,218.98999999999998
577128,61,438.77
576895,5,44.79
577020,193,222.14
577024,107,563.4999999999999
577025,173,312.6
577029,699,609.48
577039,446,573.0500000000001
577056,183,341.10999999999996
577059,102,183.14000000000004
577062,197,135.63
577076,100,482.26
577089,73,181.09000000000003
577121,510,403.0799999999999
576926,188,186.31000000000003
577051,116,800.2
577094,54,408.21999999999997
577047,42,69.47999999999999
577084,43,103.92000000000002
577108,192,395.78
576893,152,133.31
576894,108,203.38
576896,80,38.06999999999999
576897,179,164.95
576900,210,109.65
576901,119,97.86
576902,20,15.32
576904,77,103.35
576905,164,226.97
576906,575,379.33000000000004
576907,168,92.71
576909,511,381.94
576911,342,733.5500000000002
576912,228,84.52000000000001
576913,60,33.74
576914,144,75.47
576915,22,34.57
576917,143,172.23
576920,266,286.07
576922,20,10.65
576924,201,317.44999999999993
576928,131,114.85000000000001
576929,56,95.75999999999999
576930,122,104.03999999999999
576931,418,229.43
576933,316,876.8500000000004
576958,9,11.74
576971,200,204.63
576984,191,125.32
577000,120,38.58
577008,134,340.5999999999999
577009,163,468.45
577010,475,742.7299999999999
577011,24,11.53
577016,382,506.37999999999994
577018,82,41.91
577019,88,74.99000000000001
577021,906,32.21
577022,195,485.75
577023,240,238.61999999999998
577026,79,163.84999999999997
577028,94,101.52
577030,336,95.24
577031,170,119.65999999999998
577032,56,53.41
577033,231,688.6600000000002
577034,909,1057.67
577035,126,125.75
577036,18,160.14
577038,346,755.0
577041,144,11.34
577043,90,54.449999999999996
577044,240,24.34
577045,100,5.87
577046,517,774.23
577048,38,49.809999999999995
577050,798,376.54
577052,150,673.78
577053,321,294.92
577054,96,45.4
577055,228,94.47
577058,355,1332.4000000000003
577060,92,46.84
577063,195,94.27000000000001
577064,562,39.09
577065,53,116.43
577067,168,33.18
577071,481,681.9100000000002
577072,22,63.129999999999995
577074,284,190.3
577077,409,754.0
577079,64,32.36
577080,172,144.41
577082,311,352.26000000000005
