,TransactionNo,TotalQuantity,TotalMoney
1256,578719,175,235.22
1257,578736,310,90.86
1258,578745,18,7.24
1260,578757,254,782.7100000000002
1261,578781,211,835.6300000000001
1262,578782,1,6.19
1263,578783,380,229.03
1264,578785,186,24.76
1265,578786,125,129.93
1266,578787,86,75.92999999999999
1267,578788,4,12.38
1268,578789,85,95.06
1269,578790,187,235.22
1270,578791,102,92.85
1271,578792,91,30.950000000000003
1272,578793,528,61.9
1273,578794,110,105.23
1274,578795,234,80.47
1275,578802,92,24.76
1276,578804,114,51.620000000000005
1277,578805,312,144.8
1278,578806,396,159.28000000000003
1279,578807,230,43.440000000000005
1280,578808,551,323.68
1281,578809,281,184.95
1282,578810,56,43.18
1283,578811,586,315.27
1284,578812,176,144.8
1285,578813,22,21.72
1286,578814,207,615.73
1287,578815,105,117.61
1288,578816,255,24.76
1289,578817,128,420.77
1290,578818,74,191.89
1291,578819,508,74.39
1292,578820,152,24.76
1293,578821,80,18.57
1294,578822,226,78.67000000000002
1295,578823,6,6.02
1296,578824,123,372.86
1297,578825,96,61.6
1298,578826,75,105.08
1300,578828,2,13.43
1301,578829,37,105.23
1302,578830,53,55.71
1303,578831,160,12.38
1305,578834,183,191.89
1306,578835,68,24.76
1307,578836,117,142.37
1309,578842,11,61.9
1310,578843,57,204.12
1312,578845,1,7.24
1313,578846,299,302.56
1314,578847,1,7.24
1315,578330,438,12.38
1316,578331,142,55.56
1317,578332,14,48.92
1318,578333,200,68.09
1319,578334,64,37.14
1320,578335,244,160.64
1321,578339,76,49.52
1322,578341,384,12.38
1323,578343,60,18.57
1325,578345,252,18.57
1326,578346,252,18.57
1328,578348,132,64.0
1329,578349,375,157.25
1330,578350,205,86.43999999999998
1331,578351,64,12.38
1332,578352,50,37.14
1333,578353,108,43.33
1334,578354,232,161.27000000000004
1335,578356,132,21.72
1336,578357,258,125.07
1338,578359,600,37.14
1339,578361,93,49.52
1340,578362,550,129.99
1341,578364,187,74.28
1343,578366,135,121.76
1344,578369,59,128.2
1345,578370,83,190.48
1346,578372,8,12.38
1347,578373,286,129.99
1348,578375,201,30.950000000000003
1349,578384,32,30.950000000000003
1350,578400,110,321.49000000000007
1351,578420,41,137.56
1352,578427,156,56.22
1353,578429,351,342.89
1354,578433,248,55.56
1355,578441,103,18.57
1356,578445,191,193.15
1357,578451,48,6.19
1358,578459,224,49.52
1359,578461,43,70.44
1360,578463,158,92.85
1361,578468,346,111.42
1362,578469,256,74.13000000000001
1363,578470,102,87.82
1364,578472,582,389.0700000000001
1365,578479,95,248.62
1366,578480,242,74.28
1367,578485,516,204.1
1368,578488,298,392.62000000000006
1369,578506,170,358.66
1370,578508,69,251.27000000000004
1371,578509,130,69.65
1372,578510,206,411.29
1373,578511,104,188.43
1374,578512,232,30.950000000000003
1375,578513,551,359.89
1376,578514,36,13.63
1377,578515,102,268.35
1379,578517,318,157.38000000000002
1380,578518,73,179.70999999999998
1381,578519,220,577.84
1382,578520,176,149.97
1383,578521,85,274.06
1384,578522,151,345.24999999999994
1385,578523,150,98.74
1386,578526,98,94.11999999999998
1387,578530,138,70.5
1388,578531,205,435.19
1389,578532,180,111.27
1390,578533,128,129.99
1391,578534,221,204.23
1392,578535,58,18.57
1393,578539,453,212.51
1395,578544,94,115.84
1396,578547,358,108.59999999999997
1397,578548,168,346.48
1398,578550,59,36.69
1399,578551,486,370.41
1400,578620,106,353.65000000000003
1401,578621,82,37.14
1402,578622,60,6.19
1403,578623,90,43.33
1404,578626,322,110.82
1405,578627,150,69.25
1406,578630,120,21.72
1407,578631,30,57.92
1408,578633,260,136.93
1409,578634,98,43.33
1410,578653,248,154.65000000000003
1411,578661,268,92.01999999999998
1412,578662,41,142.25
1413,578663,102,37.14
1414,578664,214,308.45
1415,578665,208,68.09
1417,578667,91,160.94
1418,578668,300,30.950000000000003
1419,578670,3,6.19
1420,578671,40,6.19
1421,578672,60,18.57
1422,578674,12,6.19
1423,578675,416,247.82
1424,578676,66,185.4
1425,578677,121,171.55
1426,578678,399,660.97
1427,578099,181,123.28
1428,578100,236,111.12
1429,578101,60,18.57
1430,578102,126,74.28
1431,578103,156,60.96
1432,578104,90,92.54999999999998
1433,578105,59,42.43
1434,578106,174,36.54
1435,578107,116,43.33
1436,578108,526,80.47
1437,578109,261,152.04000000000002
1438,578111,98,36.2
1439,578112,24,7.24
1440,578113,168,28.96
1441,578114,107,86.87999999999998
1442,578115,146,57.92
1443,578116,285,50.68000000000001
1444,578117,134,101.35999999999996
1445,578118,620,210.39
1446,578119,32,28.96
1447,578120,252,152.47000000000003
1448,578121,247,131.79
1450,578126,100,6.19
1451,578127,268,42.39000000000001
1452,578128,156,56.870000000000005
1453,578129,154,57.81
1454,578130,28,24.64
1455,578133,78,61.9
1457,578141,200,6.19
1459,578146,123,310.5400000000001
1460,578147,136,302.33
1462,578150,10,6.19
1463,578151,187,130.20999999999998
1464,578152,12,6.19
1465,578153,191,318.84
1466,578154,1,6.19
1467,578155,73,322.53000000000003
1468,578171,207,98.98000000000002
1469,578174,111,68.09
1471,578192,12,6.19
1472,578196,12,6.19
1473,578211,343,385.38000000000005
1474,578220,214,36.2
1475,578225,441,324.78
1476,578229,109,140.48999999999998
1477,578230,144,12.38
1478,578231,66,148.35
1479,578232,1,6.19
1481,578234,130,106.57
1482,578243,452,204.21
1483,578244,438,240.82
1484,578246,162,36.75
1485,578247,217,105.08
1486,578248,306,236.16
1487,578249,120,6.19
1488,578250,56,314.1
1489,578251,361,491.8399999999999
1490,578252,228,30.890000000000004
1491,578253,72,18.45
1492,578254,180,43.09
1493,578255,341,665.0200000000001
1494,578256,48,6.13
1495,578258,261,391.83
1496,578260,172,123.08
1497,578261,210,70.33
1498,578262,251,662.73
1499,578263,504,98.59
1500,578264,99,204.85
1501,578265,169,133.12
1502,578266,66,280.62000000000006
1503,578267,3,7.24
1504,578268,1,7.24
1506,578271,34,28.96
1507,578272,126,94.11999999999998
1508,578273,39,132.41
1509,578275,155,212.61
1510,578277,212,154.87
1511,578278,437,298.31000000000006
1512,578279,190,47.35000000000001
1513,578281,74,92.46
1514,578283,224,42.91
1515,578284,66,30.65
1516,578285,31,183.96000000000004
1517,578286,312,6.13
1518,578287,7,18.39
1519,578288,7,42.91
1520,578289,400,905.47
1521,578290,481,233.36
1522,578291,22,12.26
1523,578292,425,505.7100000000001
1524,578293,364,213.07
1525,578294,31,30.17
1526,578295,72,35.82
1527,578296,24,12.26
1528,578297,228,57.39000000000001
1529,578298,458,97.92
1530,578299,217,60.040000000000006
1531,578300,72,6.13
1532,578301,187,83.02
1533,578302,243,256.73
1534,578303,119,86.19999999999999
1535,578304,124,36.2
1537,578306,150,77.42
1538,578307,276,343.76000000000005
1539,578308,27,91.20999999999998
1540,578309,256,92.48
1541,578310,160,144.53
1542,578311,10,8.09
1543,578312,90,51.260000000000005
1544,578313,51,42.91
1545,578314,131,42.91
1546,578315,167,123.64
1547,578316,241,120.99
1548,578317,394,233.12
1549,578318,119,57.92
1550,578319,56,28.96
1552,578322,60,61.14
1553,578323,50,158.49000000000004
1554,578324,103,171.12
1555,578325,93,194.59
1556,578326,102,126.03
1557,578042,6,97.37
1561,578068,329,1489.01
1562,578017,119,768.9200000000001
1563,578057,129,397.2
1564,578074,478,1604.9300000000003
1565,578026,177,524.98
1566,578044,394,364.63
1567,578053,307,255.97000000000003
1568,578020,206,403.88
1569,578022,85,845.1000000000001
1570,578031,80,283.4
1572,578075,63,280.68
1573,577893,158,446.42
1574,578032,260,564.1600000000001
1575,578054,238,119.91
1576,578078,79,159.98
1578,577806,26,30.49
1579,577807,113,109.54
1580,577808,44,18.39
1581,577809,63,79.69
1583,577811,179,96.79999999999998
1584,577812,114,96.32
1585,577813,458,164.16
1586,577814,122,59.95
1588,577818,195,68.39
1589,577820,344,48.71
1591,577823,216,12.26
1592,577824,97,67.43
1593,577825,59,70.58
1594,577826,144,94.77000000000002
1595,577827,83,68.11
1596,577830,124,25.03
1597,577831,190,116.46999999999998
1598,577833,58,55.17
1599,577834,325,172.65999999999997
1600,577835,165,73.56
1601,577837,120,31.81
1602,577838,156,95.65999999999995
1603,577840,32,12.26
1604,577841,86,36.78
1605,577842,177,55.71
1606,577843,48,6.13
1607,577845,585,135.36999999999998
1608,577848,9,6.13
1610,577851,154,73.56
1611,577852,480,5.97
1612,577853,44,59.86
1613,577854,88,30.65
1614,577855,175,724.93
1615,577856,182,73.56
1616,577857,336,36.78
1617,577858,63,12.26
1618,577859,111,132.98999999999998
1619,577860,200,81.91
1620,577861,236,132.18
1621,577869,318,233.32
1622,577880,138,153.84
1623,577897,48,17.13
1624,577905,96,71.43
1625,577919,51,201.72
1626,577938,162,460.8799999999999
1627,577950,151,129.86
1628,577951,192,395.74
1629,577973,248,76.97
1630,577980,124,294.46
1631,577985,117,113.46
1632,578004,88,143.61
1633,578005,146,170.64999999999998
1634,578006,266,253.55
1635,578008,127,413.58
1636,578009,58,236.62
1637,578010,100,6.17
1638,578011,204,259.49
1639,578012,12,15.32
1640,578013,113,382.73
1641,578014,36,14.5
1642,578015,408,111.64
1643,578016,257,939.78
1644,578018,431,408.63
1645,578019,55,524.3499999999999
1646,578021,9,123.34
1647,578023,24,11.53
1648,578024,341,492.82
1649,578025,548,164.03000000000003
1651,578028,27,191.81
1652,578029,285,345.12
1653,578030,254,269.46
1654,578033,171,372.92
1655,578034,372,48.120000000000005
1656,578035,396,68.65
1657,578036,224,936.54
1658,578037,30,52.93
1659,578038,186,114.03
1660,578040,117,327.2
1661,578043,219,272.74
1662,578045,67,638.0400000000002
1663,578055,430,158.04000000000002
1664,578056,194,139.32
1665,578058,128,95.13
1666,578059,140,99.5
1668,578063,132,183.11
1669,578064,50,6.19
1670,578066,36,91.41
1671,578069,327,131.96
1672,578070,10,5.97
1673,578071,128,79.41
1674,578072,631,943.07
1675,578079,198,280.12000000000006
1676,578080,99,211.03
1677,578081,240,142.99
1678,578082,136,169.50999999999996
1679,578084,183,246.38
1680,578085,189,148.51999999999998
1681,578086,194,213.75
1682,578087,87,177.97
1684,578089,116,63.78
1685,578091,49,55.59
1686,578092,393,194.43
1687,578093,375,196.57
1688,578094,64,322.83000000000004
1689,578096,32,25.65
1690,578097,324,98.38
1691,578098,53,303.66
1692,577609,630,1050.7
1694,577790,44,166.45
1695,577742,224,960.46
1696,577603,97,140.23000000000002
1697,577694,66,173.65
1698,577756,157,295.54
1699,577730,43,282.11
1700,577613,614,647.22
1701,577633,403,670.33
1702,577669,223,94.96
1703,577736,67,318.67
1704,577744,104,123.99
1705,577770,135,203.73
1706,577597,256,236.67
1707,577598,318,251.57
1708,577606,246,296.04
1709,577610,82,291.22
1710,577615,311,470.17
1711,577618,64,214.95
1712,577690,145,555.5400000000001
1713,577691,33,275.1200000000001
1714,577751,137,535.95
1715,577769,272,245.66
1716,577774,209,724.3900000000001
1717,577776,3,64.22
1718,577700,110,586.0
1719,577711,94,498.11
1720,577773,351,1157.66
1721,577785,532,642.75
1722,577795,56,300.14000000000004
1723,577718,224,32.64
1724,577726,70,85.29
1725,577596,312,11.53
1726,577599,202,146.84000000000003
1727,577600,126,154.32
1728,577601,444,469.51
1729,577602,175,202.44
1730,577604,32,35.0
1731,577605,408,57.74
1732,577607,12,18.4
1733,577616,114,196.15
1734,577617,90,62.08
1735,577646,316,119.15
1736,577680,129,77.98
1737,577687,268,171.57000000000002
1738,577689,195,251.2
1739,577695,255,673.8700000000001
1740,577696,122,724.5100000000002
1741,577697,122,131.32
1742,577698,318,400.11
1743,577699,234,213.62
1744,577701,64,306.58000000000004
1745,577716,308,157.0
1746,577719,414,110.98
1747,577720,530,103.24
1748,577721,92,142.79
1749,577723,299,1002.56
1750,577724,26,56.77
1751,577725,14,41.86
1752,577727,264,44.510000000000005
1753,577728,274,501.5200000000001
1754,577729,422,421.68
1755,577732,481,164.94
1756,577733,138,234.33
1757,577734,54,51.19
1758,577735,428,119.28000000000002
1759,577738,54,47.6
1760,577739,40,37.36
1761,577740,200,779.0900000000001
1762,577741,201,291.36
1763,577743,64,224.44
1764,577745,404,206.86
1765,577746,377,305.65
1768,577749,299,481.78
1770,577755,118,141.48
1771,577757,14,104.26
1772,577771,20,12.38
1773,577772,536,257.38
1774,577777,4,43.75
1775,577778,78,796.28
1776,577779,288,33.81
1777,577780,1,13.27
1778,577782,132,1005.0500000000002
1780,577784,147,96.71
1782,577792,7,29.93
1783,577793,69,139.95
1784,577794,449,728.1700000000001
1785,577796,66,154.43
1786,577797,12,11.53
1787,577798,209,257.42
1789,577801,298,95.0
1790,577802,10,13.27
1791,577803,8,98.47
1792,577804,92,423.76
1793,577531,607,3211.3100000000004
1794,577505,124,354.0500000000002
1795,577506,215,1202.46
1796,577508,109,440.07
1797,577557,226,1193.2
1798,577595,105,568.5000000000001
1799,577480,539,931.58
1800,577522,181,372.25
1801,577554,106,537.1500000000001
1802,577490,272,670.7099999999999
1803,577527,97,289.17
1804,577550,318,238.69
1805,577479,440,562.9200000000001
1806,577469,198,853.1400000000001
1807,577475,263,414.3899999999999
1808,577495,121,799.79
1809,577498,70,228.87
1810,577512,77,209.73
1812,577523,76,153.03
1813,577524,320,633.9300000000001
1814,577511,146,552.07
1815,577535,261,970.5900000000004
1816,577544,353,917.71
1817,577402,248,139.57999999999998
1818,577403,392,329.3
1819,577404,279,249.69000000000003
1820,577405,98,120.32
1821,577406,52,161.22
1822,577407,332,118.09
1823,577408,15,156.89
1824,577409,276,246.58
1825,577410,164,375.34
1826,577411,298,698.2100000000002
1827,577429,316,198.16000000000005
1828,577438,87,629.0300000000001
1829,577440,180,18.42
1830,577443,144,33.67
1831,577472,484,435.65
1832,577473,303,1141.6800000000003
1833,577474,152,76.84
1834,577476,397,330.5799999999999
1835,577477,85,128.24
1836,577478,126,124.0
1837,577482,282,649.6300000000001
1838,577483,245,1043.9800000000002
1839,577484,463,272.07
1840,577485,423,1860.2200000000005
1841,577487,396,57.19
1842,577488,188,145.71999999999997
1843,577489,43,296.55
1844,577491,49,85.32
1845,577492,236,81.33
1846,577493,159,450.33
1847,577494,18,12.25
1848,577496,24,44.53
1849,577497,193,690.73
1850,577499,15,105.91
1851,577500,89,727.61
1852,577501,282,205.02
1853,577502,221,366.48
1854,577503,86,602.31
1856,577507,132,694.76
1857,577510,12,11.94
1858,577514,93,149.51
1859,577515,114,77.55
1860,577516,75,385.75
1861,577517,158,682.9799999999999
1862,577518,50,109.26
1863,577520,187,367.6
1864,577521,62,290.80999999999995
1865,577525,133,87.88000000000001
1866,577526,318,356.16000000000014
1867,577528,63,121.99
1868,577529,288,10.47
1869,577530,136,295.85
1870,577532,233,352.79
1871,577533,71,284.39
1872,577534,51,55.95
1873,577536,60,618.0300000000001
1874,577537,232,122.92000000000002
1875,577538,52,75.6
1876,577539,502,267.28
1877,577540,39,334.31
1878,577541,196,239.26
1879,577542,94,302.17
1880,577543,182,229.88
1881,577545,240,640.1300000000002
1882,577546,25,10.68
1883,577548,70,64.08
1884,577549,368,1107.3700000000003
1885,577551,123,189.48
1886,577552,90,70.5
1887,577553,36,12.25
1888,577555,36,31.11
1889,577556,28,37.77
1890,577572,45,140.9
1891,577579,38,85.72
1892,577594,258,306.38
1893,577132,30,81.06
1895,577217,206,427.46
1896,577359,202,800.0899999999999
1898,577180,307,217.54
1899,577165,116,136.97
1900,577174,135,1136.94
1901,577228,300,1265.06
1902,577158,135,290.32
1903,577314,236,498.16
1904,577316,441,550.94
1905,577331,370,582.61
1906,577133,57,56.900000000000006
1907,577143,70,128.61
1908,577286,63,416.47
1909,577302,63,530.37
1910,577308,120,258.11
1911,577312,422,443.7100000000001
1912,577344,92,128.48
1913,577355,296,631.9600000000002
1914,577235,148,153.75
1915,577337,71,509.82
1916,577170,55,106.84
1918,577168,56,21.47
1919,577357,356,147.09
1920,577319,149,787.1100000000001
1921,577365,219,189.06
1922,577134,68,32.010000000000005
1923,577135,338,65.83
1924,577136,40,29.22
1925,577137,96,13.72
1926,577138,6,13.27
1927,577139,22,38.48
1928,577140,18,35.6
1929,577141,315,322.66
1930,577142,171,198.38
1931,577146,11,72.06
1932,577148,586,120.53
1933,577152,298,265.77000000000004
1934,577155,192,228.3
1935,577156,423,433.19999999999993
1937,577160,213,224.64
1938,577161,120,206.92
1939,577162,30,59.86
1940,577166,40,12.86
1941,577167,142,838.9000000000001
1942,577169,90,75.53999999999999
1943,577171,565,521.8300000000002
1944,577172,74,198.0
1945,577173,488,243.63
1946,577175,156,125.5
1947,577176,141,187.37000000000003
1948,577177,2,12.38
1949,577178,95,136.33
1950,577179,16,34.03
1951,577181,612,132.19
1952,577182,186,160.54999999999998
1953,577202,78,44.09
1954,577209,200,39.34
1955,577218,242,113.6
1956,577230,177,512.51
1957,577231,6,28.18
1958,577252,384,776.2300000000001
1959,577256,284,181.6
1960,577258,108,746.73
1961,577289,516,22.33
1962,577295,148,102.1
1963,577296,118,547.55
1964,577297,214,974.72
1965,577298,497,233.44
1966,577299,80,57.24
1967,577300,312,395.7100000000001
1968,577301,9,27.88
1969,577303,413,453.79
1970,577309,269,331.85
1972,577311,38,222.42
1973,577313,125,58.8
1974,577315,154,543.89
1975,577317,95,488.25000000000006
1976,577318,457,316.76
1977,577320,259,318.98
1978,577321,214,127.96
1979,577322,200,10.62
1980,577324,379,264.05
1981,577325,144,22.68
1982,577326,32,14.61
1983,577328,58,26.99
1984,577329,47,218.52
1985,577332,151,153.52000000000004
1986,577333,130,233.48
1987,577334,230,55.59
1988,577335,106,69.37
1989,577336,91,178.92000000000002
1990,577338,150,97.53
1991,577341,584,543.4000000000001
1992,577347,102,94.22
1993,577352,50,81.53
1994,577356,60,49.09
1995,577361,4,14.09
1996,577382,16,33.16
1997,577387,1,14.61
1998,577396,204,145.67
1999,577400,328,276.7800000000001
2000,577401,1,14.61
2001,577130,1,179.37
2002,576995,64,116.06
2004,577069,13,84.03
2005,577027,127,98.51
2006,577085,194,138.70000000000002
2007,576948,217,289.32
2008,576892,37,64.91
2010,576932,209,728.4700000000001
2011,576941,210,203.52
2012,577049,104,559.0899999999999
2013,577091,43,111.27
2014,577109,209,284.5400000000001
2015,577061,383,611.8
2016,577103,25,104.85
2017,576899,245,473.75999999999993
2018,577057,528,1871.99
2019,576910,473,687.6600000000001
2020,576916,175,160.89
2022,577087,8,51.14
2023,577093,150,218.99
